strata_id	layer1	layer2	layer3	layer4	layer5	layer6	natural_growth_acres	prescribed_burn_acres	group_selection_acres	even_age_acres	mixed_severity_wildfire_acres
RNSCLL	R	N	S	C	L	L	1150.0	0.0	0.0	0.0	0.0
RNSRPS	R	N	S	R	P	S	57.0	0.0	0.0	0.0	0.0
RNSRPM	R	N	S	R	P	M	1045.0	0.0	0.0	0.0	0.0
RNSRPL	R	N	S	R	P	L	1267.0	0.0	0.0	0.0	0.0
RNSRDM	R	N	S	R	D	M	826.0	0.0	0.0	0.0	0.0
RNSRDL	R	N	S	R	D	L	1223.0	0.0	0.0	0.0	0.0
RNSRWS	R	N	S	R	W	S	1527.0	0.0	0.0	0.0	0.0
RNSRWP	R	N	S	R	W	P	2558.0	0.0	0.0	0.0	0.0
RNSRWM	R	N	S	R	W	M	7677.0	0.0	0.0	0.0	0.0
RNSRWL	R	N	S	R	W	L	20806.0	0.0	0.0	0.0	0.0
RNSRCS	R	N	S	R	C	S	585.0	0.0	0.0	0.0	0.0
RNSRCP	R	N	S	R	C	P	937.0	0.0	0.0	0.0	0.0
RNSRCM	R	N	S	R	C	M	2655.0	0.0	0.0	0.0	0.0
RNSRCL	R	N	S	R	C	L	19595.0	0.0	0.0	0.0	0.0
RNSRIS	R	N	S	R	I	S	1006.0	0.0	0.0	0.0	0.0
RNSRIP	R	N	S	R	I	P	6604.0	0.0	0.0	0.0	0.0
RNSRIM	R	N	S	R	I	M	15867.0	0.0	0.0	0.0	0.0
RNSRIL	R	N	S	R	I	L	20789.0	0.0	0.0	0.0	0.0
RNSRAS	R	N	S	R	A	S	835.0	0.0	0.0	0.0	0.0
RNSRAP	R	N	S	R	A	P	2163.0	0.0	0.0	0.0	0.0
RNSRAM	R	N	S	R	A	M	5058.0	0.0	0.0	0.0	0.0
RNSRAL	R	N	S	R	A	L	10833.0	0.0	0.0	0.0	0.0
RNSRLS	R	N	S	R	L	S	329.0	0.0	0.0	0.0	0.0
RNSRLP	R	N	S	R	L	P	3999.0	0.0	0.0	0.0	0.0
RNSRLM	R	N	S	R	L	M	6462.0	0.0	0.0	0.0	0.0
RNSRLL	R	N	S	R	L	L	10786.0	0.0	0.0	0.0	0.0
CRNLPM	C	R	N	L	P	M	72.0	0.0	0.0	0.0	0.0
CRNLWP	C	R	N	L	W	P	185.0	0.0	0.0	0.0	0.0
CRNLWM	C	R	N	L	W	M	461.0	0.0	0.0	0.0	0.0
CRNLWL	C	R	N	L	W	L	754.0	0.0	0.0	0.0	0.0
CRNLCP	C	R	N	L	C	P	51.0	0.0	0.0	0.0	0.0
CRNLCM	C	R	N	L	C	M	118.0	0.0	0.0	0.0	0.0
CRNLCL	C	R	N	L	C	L	664.0	0.0	0.0	0.0	0.0
CRNLIS	C	R	N	L	I	S	203.0	0.0	0.0	0.0	0.0
CRNLIP	C	R	N	L	I	P	3746.0	0.0	0.0	0.0	0.0
CRNLIM	C	R	N	L	I	M	4812.0	0.0	0.0	0.0	0.0
CRNLIL	C	R	N	L	I	L	1642.0	0.0	0.0	0.0	0.0
CRNLAS	C	R	N	L	A	S	75.0	0.0	0.0	0.0	0.0
CRNLAP	C	R	N	L	A	P	12507.0	0.0	0.0	0.0	0.0
CRNLAM	C	R	N	L	A	M	7546.0	0.0	0.0	0.0	0.0
CRNLAL	C	R	N	L	A	L	3051.0	0.0	0.0	0.0	0.0
CRNLLP	C	R	N	L	L	P	4114.0	0.0	0.0	0.0	0.0
CRNLLM	C	R	N	L	L	M	4120.0	0.0	0.0	0.0	0.0
CRNLLL	C	R	N	L	L	L	926.0	0.0	0.0	0.0	0.0
CRNHWM	C	R	N	H	W	M	183.0	0.0	0.0	0.0	0.0
CRNHWL	C	R	N	H	W	L	97.0	0.0	0.0	0.0	0.0
CRNHIP	C	R	N	H	I	P	223.0	0.0	0.0	0.0	0.0
CRNHIM	C	R	N	H	I	M	318.0	0.0	0.0	0.0	0.0
CRNHIL	C	R	N	H	I	L	205.0	0.0	0.0	0.0	0.0
CRNHAP	C	R	N	H	A	P	713.0	0.0	0.0	0.0	0.0
CRNHAM	C	R	N	H	A	M	818.0	0.0	0.0	0.0	0.0
CRNHAL	C	R	N	H	A	L	127.0	0.0	0.0	0.0	0.0
CRNHLP	C	R	N	H	L	P	266.0	0.0	0.0	0.0	0.0
CRNHLM	C	R	N	H	L	M	360.0	0.0	0.0	0.0	0.0
CRNHLL	C	R	N	H	L	L	59.0	0.0	0.0	0.0	0.0
CRNCPM	C	R	N	C	P	M	1202.0	0.0	0.0	0.0	0.0
CRNCPL	C	R	N	C	P	L	1166.0	0.0	0.0	0.0	0.0
CRNCWP	C	R	N	C	W	P	141.0	0.0	0.0	0.0	0.0
CRNCWM	C	R	N	C	W	M	296.0	0.0	0.0	0.0	0.0
CRNCWL	C	R	N	C	W	L	212.0	0.0	0.0	0.0	0.0
CRNCCL	C	R	N	C	C	L	74.0	0.0	0.0	0.0	0.0
CRNCIS	C	R	N	C	I	S	94.0	0.0	0.0	0.0	0.0
CRNCIP	C	R	N	C	I	P	756.0	0.0	0.0	0.0	0.0
CRNCIM	C	R	N	C	I	M	1970.0	0.0	0.0	0.0	0.0
CRNCIL	C	R	N	C	I	L	2085.0	0.0	0.0	0.0	0.0
CRNCAS	C	R	N	C	A	S	189.0	0.0	0.0	0.0	0.0
CRNCAP	C	R	N	C	A	P	1198.0	0.0	0.0	0.0	0.0
CRNCAM	C	R	N	C	A	M	2819.0	0.0	0.0	0.0	0.0
CRNCAL	C	R	N	C	A	L	1825.0	0.0	0.0	0.0	0.0
CRNCLS	C	R	N	C	L	S	51.0	0.0	0.0	0.0	0.0
CRNCLP	C	R	N	C	L	P	620.0	0.0	0.0	0.0	0.0
CRNCLM	C	R	N	C	L	M	1452.0	0.0	0.0	0.0	0.0
CRNCLL	C	R	N	C	L	L	516.0	0.0	0.0	0.0	0.0
CRNRPM	C	R	N	R	P	M	90.0	0.0	0.0	0.0	0.0
CRNRWM	C	R	N	R	W	M	192.0	0.0	0.0	0.0	0.0
CRNRWL	C	R	N	R	W	L	69.0	0.0	0.0	0.0	0.0
CRNRIS	C	R	N	R	I	S	157.0	0.0	0.0	0.0	0.0
CRNRIP	C	R	N	R	I	P	533.0	0.0	0.0	0.0	0.0
CRNRIM	C	R	N	R	I	M	610.0	0.0	0.0	0.0	0.0
CRNRIL	C	R	N	R	I	L	301.0	0.0	0.0	0.0	0.0
CRNRAS	C	R	N	R	A	S	575.0	0.0	0.0	0.0	0.0
CRNRAP	C	R	N	R	A	P	722.0	0.0	0.0	0.0	0.0
CRNRAM	C	R	N	R	A	M	1018.0	0.0	0.0	0.0	0.0
CRNRAL	C	R	N	R	A	L	445.0	0.0	0.0	0.0	0.0
CRNRLP	C	R	N	R	L	P	355.0	0.0	0.0	0.0	0.0
CRNRLM	C	R	N	R	L	M	254.0	0.0	0.0	0.0	0.0
CRNRLL	C	R	N	R	L	L	61.0	0.0	0.0	0.0	0.0
CROLIP	C	R	O	L	I	P	495.0	0.0	0.0	0.0	0.0
CROLIM	C	R	O	L	I	M	252.0	0.0	0.0	0.0	0.0
CROLIL	C	R	O	L	I	L	343.0	0.0	0.0	0.0	0.0
CROLAP	C	R	O	L	A	P	1797.0	0.0	0.0	0.0	0.0
CROLAM	C	R	O	L	A	M	429.0	0.0	0.0	0.0	0.0
CROLAL	C	R	O	L	A	L	356.0	0.0	0.0	0.0	0.0
CROLLP	C	R	O	L	L	P	444.0	0.0	0.0	0.0	0.0
CROLLM	C	R	O	L	L	M	207.0	0.0	0.0	0.0	0.0
CROLLL	C	R	O	L	L	L	87.0	0.0	0.0	0.0	0.0
CROHIP	C	R	O	H	I	P	173.0	0.0	0.0	0.0	0.0
CROHIM	C	R	O	H	I	M	138.0	0.0	0.0	0.0	0.0
CROHIL	C	R	O	H	I	L	229.0	0.0	0.0	0.0	0.0
CROHAP	C	R	O	H	A	P	383.0	0.0	0.0	0.0	0.0
CROHAM	C	R	O	H	A	M	242.0	0.0	0.0	0.0	0.0
CROHAL	C	R	O	H	A	L	306.0	0.0	0.0	0.0	0.0
CROHLP	C	R	O	H	L	P	189.0	0.0	0.0	0.0	0.0
CROHLM	C	R	O	H	L	M	182.0	0.0	0.0	0.0	0.0
CROHLL	C	R	O	H	L	L	250.0	0.0	0.0	0.0	0.0
CROCIP	C	R	O	C	I	P	357.0	0.0	0.0	0.0	0.0
CROCIM	C	R	O	C	I	M	300.0	0.0	0.0	0.0	0.0
CROCIL	C	R	O	C	I	L	370.0	0.0	0.0	0.0	0.0
CROCAP	C	R	O	C	A	P	688.0	0.0	0.0	0.0	0.0
CROCAM	C	R	O	C	A	M	371.0	0.0	0.0	0.0	0.0
CROCAL	C	R	O	C	A	L	164.0	0.0	0.0	0.0	0.0
CROCLP	C	R	O	C	L	P	269.0	0.0	0.0	0.0	0.0
CROCLM	C	R	O	C	L	M	189.0	0.0	0.0	0.0	0.0
CROCLL	C	R	O	C	L	L	93.0	0.0	0.0	0.0	0.0
CRORIP	C	R	O	R	I	P	134.0	0.0	0.0	0.0	0.0
CRORIM	C	R	O	R	I	M	138.0	0.0	0.0	0.0	0.0
CRORIL	C	R	O	R	I	L	290.0	0.0	0.0	0.0	0.0
CRORAP	C	R	O	R	A	P	171.0	0.0	0.0	0.0	0.0
CRORAM	C	R	O	R	A	M	202.0	0.0	0.0	0.0	0.0
CRORAL	C	R	O	R	A	L	238.0	0.0	0.0	0.0	0.0
CRORLP	C	R	O	R	L	P	111.0	0.0	0.0	0.0	0.0
CRORLM	C	R	O	R	L	M	128.0	0.0	0.0	0.0	0.0
CRORLL	C	R	O	R	L	L	57.0	0.0	0.0	0.0	0.0
CRPLWP	C	R	P	L	W	P	57.0	0.0	0.0	0.0	0.0
CRPLWM	C	R	P	L	W	M	72.0	0.0	0.0	0.0	0.0
CRPLWL	C	R	P	L	W	L	229.0	0.0	0.0	0.0	0.0
CRPLCL	C	R	P	L	C	L	61.0	0.0	0.0	0.0	0.0
CRPLIP	C	R	P	L	I	P	3662.0	0.0	0.0	0.0	0.0
CRPLIM	C	R	P	L	I	M	1919.0	0.0	0.0	0.0	0.0
CRPLIL	C	R	P	L	I	L	1837.0	0.0	0.0	0.0	0.0
CRPLAS	C	R	P	L	A	S	63.0	0.0	0.0	0.0	0.0
CRPLAP	C	R	P	L	A	P	8858.0	0.0	0.0	0.0	0.0
CRPLAM	C	R	P	L	A	M	2729.0	0.0	0.0	0.0	0.0
CRPLAL	C	R	P	L	A	L	1454.0	0.0	0.0	0.0	0.0
CRPLLP	C	R	P	L	L	P	3424.0	0.0	0.0	0.0	0.0
CRPLLM	C	R	P	L	L	M	1623.0	0.0	0.0	0.0	0.0
CRPLLL	C	R	P	L	L	L	758.0	0.0	0.0	0.0	0.0
CRPHWM	C	R	P	H	W	M	87.0	0.0	0.0	0.0	0.0
CRPHWL	C	R	P	H	W	L	77.0	0.0	0.0	0.0	0.0
CRPHCM	C	R	P	H	C	M	57.0	0.0	0.0	0.0	0.0
CRPHCL	C	R	P	H	C	L	96.0	0.0	0.0	0.0	0.0
CRPHIP	C	R	P	H	I	P	1479.0	0.0	0.0	0.0	0.0
CRPHIM	C	R	P	H	I	M	1234.0	0.0	0.0	0.0	0.0
CRPHIL	C	R	P	H	I	L	1015.0	0.0	0.0	0.0	0.0
CRPHAP	C	R	P	H	A	P	3896.0	0.0	0.0	0.0	0.0
CRPHAM	C	R	P	H	A	M	1632.0	0.0	0.0	0.0	0.0
CRPHAL	C	R	P	H	A	L	1066.0	0.0	0.0	0.0	0.0
CRPHLP	C	R	P	H	L	P	2639.0	0.0	0.0	0.0	0.0
CRPHLM	C	R	P	H	L	M	2163.0	0.0	0.0	0.0	0.0
CRPHLL	C	R	P	H	L	L	1057.0	0.0	0.0	0.0	0.0
CRPCPM	C	R	P	C	P	M	56.0	0.0	0.0	0.0	0.0
CRPCPL	C	R	P	C	P	L	164.0	0.0	0.0	0.0	0.0
CRPCWM	C	R	P	C	W	M	87.0	0.0	0.0	0.0	0.0
CRPCWL	C	R	P	C	W	L	113.0	0.0	0.0	0.0	0.0
CRPCIP	C	R	P	C	I	P	2665.0	0.0	0.0	0.0	0.0
CRPCIM	C	R	P	C	I	M	1762.0	0.0	0.0	0.0	0.0
CRPCIL	C	R	P	C	I	L	2382.0	0.0	0.0	0.0	0.0
CRPCAP	C	R	P	C	A	P	6553.0	0.0	0.0	0.0	0.0
CRPCAM	C	R	P	C	A	M	2432.0	0.0	0.0	0.0	0.0
CRPCAL	C	R	P	C	A	L	1055.0	0.0	0.0	0.0	0.0
CRPCLP	C	R	P	C	L	P	2948.0	0.0	0.0	0.0	0.0
CRPCLM	C	R	P	C	L	M	1879.0	0.0	0.0	0.0	0.0
CRPCLL	C	R	P	C	L	L	683.0	0.0	0.0	0.0	0.0
CRPRPM	C	R	P	R	P	M	209.0	0.0	0.0	0.0	0.0
CRPRPL	C	R	P	R	P	L	160.0	0.0	0.0	0.0	0.0
CRPRDM	C	R	P	R	D	M	53.0	0.0	0.0	0.0	0.0
CRPRWP	C	R	P	R	W	P	62.0	0.0	0.0	0.0	0.0
CRPRWM	C	R	P	R	W	M	332.0	0.0	0.0	0.0	0.0
CRPRWL	C	R	P	R	W	L	144.0	0.0	0.0	0.0	0.0
CRPRCL	C	R	P	R	C	L	63.0	0.0	0.0	0.0	0.0
CRPRIS	C	R	P	R	I	S	97.0	0.0	0.0	0.0	0.0
CRPRIP	C	R	P	R	I	P	1248.0	0.0	0.0	0.0	0.0
CRPRIM	C	R	P	R	I	M	1833.0	0.0	0.0	0.0	0.0
CRPRIL	C	R	P	R	I	L	2336.0	0.0	0.0	0.0	0.0
CRPRAS	C	R	P	R	A	S	433.0	0.0	0.0	0.0	0.0
CRPRAP	C	R	P	R	A	P	2147.0	0.0	0.0	0.0	0.0
CRPRAM	C	R	P	R	A	M	2080.0	0.0	0.0	0.0	0.0
CRPRAL	C	R	P	R	A	L	1788.0	0.0	0.0	0.0	0.0
CRPRLP	C	R	P	R	L	P	1636.0	0.0	0.0	0.0	0.0
CRPRLM	C	R	P	R	L	M	1368.0	0.0	0.0	0.0	0.0
CRPRLL	C	R	P	R	L	L	867.0	0.0	0.0	0.0	0.0
CNNLPS	C	N	N	L	P	S	110.0	0.0	0.0	0.0	0.0
CNNLPM	C	N	N	L	P	M	2528.0	0.0	0.0	0.0	0.0
CNNLPL	C	N	N	L	P	L	1803.0	0.0	0.0	0.0	0.0
CNNLDS	C	N	N	L	D	S	184.0	0.0	0.0	0.0	0.0
CNNLDM	C	N	N	L	D	M	666.0	0.0	0.0	0.0	0.0
CNNLDL	C	N	N	L	D	L	1744.0	0.0	0.0	0.0	0.0
CNNLWS	C	N	N	L	W	S	331.0	0.0	0.0	0.0	0.0
CNNLWP	C	N	N	L	W	P	1715.0	0.0	0.0	0.0	0.0
CNNLWM	C	N	N	L	W	M	5075.0	0.0	0.0	0.0	0.0
CNNLWL	C	N	N	L	W	L	7496.0	0.0	0.0	0.0	0.0
CNNLCS	C	N	N	L	C	S	200.0	0.0	0.0	0.0	0.0
CNNLCP	C	N	N	L	C	P	473.0	0.0	0.0	0.0	0.0
CNNLCM	C	N	N	L	C	M	1025.0	0.0	0.0	0.0	0.0
CNNLCL	C	N	N	L	C	L	5270.0	0.0	0.0	0.0	0.0
CNNLIS	C	N	N	L	I	S	1863.0	0.0	0.0	0.0	0.0
CNNLIP	C	N	N	L	I	P	14895.0	0.0	0.0	0.0	0.0
CNNLIM	C	N	N	L	I	M	32817.0	0.0	0.0	0.0	0.0
CNNLIL	C	N	N	L	I	L	19303.0	0.0	0.0	0.0	0.0
CNNLAS	C	N	N	L	A	S	1116.0	0.0	0.0	0.0	0.0
CNNLAP	C	N	N	L	A	P	38935.0	0.0	0.0	0.0	0.0
CNNLAM	C	N	N	L	A	M	56955.0	0.0	0.0	0.0	0.0
CNNLAL	C	N	N	L	A	L	33323.0	0.0	0.0	0.0	0.0
CNNLLP	C	N	N	L	L	P	17277.0	0.0	0.0	0.0	0.0
CNNLLM	C	N	N	L	L	M	23216.0	0.0	0.0	0.0	0.0
CNNLLL	C	N	N	L	L	L	6453.0	0.0	0.0	0.0	0.0
CNNHWL	C	N	N	H	W	L	142.0	0.0	0.0	0.0	0.0
CNNHIP	C	N	N	H	I	P	484.0	0.0	0.0	0.0	0.0
CNNHIM	C	N	N	H	I	M	925.0	0.0	0.0	0.0	0.0
CNNHIL	C	N	N	H	I	L	1058.0	0.0	0.0	0.0	0.0
CNNHAP	C	N	N	H	A	P	861.0	0.0	0.0	0.0	0.0
CNNHAM	C	N	N	H	A	M	907.0	0.0	0.0	0.0	0.0
CNNHAL	C	N	N	H	A	L	997.0	0.0	0.0	0.0	0.0
CNNHLP	C	N	N	H	L	P	316.0	0.0	0.0	0.0	0.0
CNNHLM	C	N	N	H	L	M	390.0	0.0	0.0	0.0	0.0
CNNHLL	C	N	N	H	L	L	724.0	0.0	0.0	0.0	0.0
CNNCPS	C	N	N	C	P	S	240.0	0.0	0.0	0.0	0.0
CNNCPM	C	N	N	C	P	M	3068.0	0.0	0.0	0.0	0.0
CNNCPL	C	N	N	C	P	L	3182.0	0.0	0.0	0.0	0.0
CNNCDS	C	N	N	C	D	S	154.0	0.0	0.0	0.0	0.0
CNNCDM	C	N	N	C	D	M	636.0	0.0	0.0	0.0	0.0
CNNCDL	C	N	N	C	D	L	1562.0	0.0	0.0	0.0	0.0
CNNCWS	C	N	N	C	W	S	118.0	0.0	0.0	0.0	0.0
CNNCWP	C	N	N	C	W	P	749.0	0.0	0.0	0.0	0.0
CNNCWM	C	N	N	C	W	M	2908.0	0.0	0.0	0.0	0.0
CNNCWL	C	N	N	C	W	L	3931.0	0.0	0.0	0.0	0.0
CNNCCS	C	N	N	C	C	S	71.0	0.0	0.0	0.0	0.0
CNNCCP	C	N	N	C	C	P	395.0	0.0	0.0	0.0	0.0
CNNCCM	C	N	N	C	C	M	755.0	0.0	0.0	0.0	0.0
CNNCCL	C	N	N	C	C	L	3782.0	0.0	0.0	0.0	0.0
CNNCIS	C	N	N	C	I	S	731.0	0.0	0.0	0.0	0.0
CNNCIP	C	N	N	C	I	P	7732.0	0.0	0.0	0.0	0.0
CNNCIM	C	N	N	C	I	M	14243.0	0.0	0.0	0.0	0.0
CNNCIL	C	N	N	C	I	L	8449.0	0.0	0.0	0.0	0.0
CNNCAS	C	N	N	C	A	S	292.0	0.0	0.0	0.0	0.0
CNNCAP	C	N	N	C	A	P	27072.0	0.0	0.0	0.0	0.0
CNNCAM	C	N	N	C	A	M	28537.0	0.0	0.0	0.0	0.0
CNNCAL	C	N	N	C	A	L	13028.0	0.0	0.0	0.0	0.0
CNNCLP	C	N	N	C	L	P	9579.0	0.0	0.0	0.0	0.0
CNNCLM	C	N	N	C	L	M	9430.0	0.0	0.0	0.0	0.0
CNNCLL	C	N	N	C	L	L	3055.0	0.0	0.0	0.0	0.0
CNNRWM	C	N	N	R	W	M	103.0	0.0	0.0	0.0	0.0
CNNRWL	C	N	N	R	W	L	152.0	0.0	0.0	0.0	0.0
CNNRIS	C	N	N	R	I	S	213.0	0.0	0.0	0.0	0.0
CNNRIP	C	N	N	R	I	P	836.0	0.0	0.0	0.0	0.0
CNNRIM	C	N	N	R	I	M	1499.0	0.0	0.0	0.0	0.0
CNNRIL	C	N	N	R	I	L	1061.0	0.0	0.0	0.0	0.0
CNNRAS	C	N	N	R	A	S	206.0	0.0	0.0	0.0	0.0
CNNRAP	C	N	N	R	A	P	1865.0	0.0	0.0	0.0	0.0
CNNRAM	C	N	N	R	A	M	2226.0	0.0	0.0	0.0	0.0
CNNRAL	C	N	N	R	A	L	1237.0	0.0	0.0	0.0	0.0
CNNRLP	C	N	N	R	L	P	597.0	0.0	0.0	0.0	0.0
CNNRLM	C	N	N	R	L	M	794.0	0.0	0.0	0.0	0.0
CNNRLL	C	N	N	R	L	L	638.0	0.0	0.0	0.0	0.0
CNOLIP	C	N	O	L	I	P	91.0	0.0	0.0	0.0	0.0
CNOLIM	C	N	O	L	I	M	71.0	0.0	0.0	0.0	0.0
CNOLAP	C	N	O	L	A	P	333.0	0.0	0.0	0.0	0.0
CNOLAM	C	N	O	L	A	M	147.0	0.0	0.0	0.0	0.0
CNOLAL	C	N	O	L	A	L	97.0	0.0	0.0	0.0	0.0
CNOLLP	C	N	O	L	L	P	101.0	0.0	0.0	0.0	0.0
CNOLLM	C	N	O	L	L	M	56.0	0.0	0.0	0.0	0.0
CNOHWL	C	N	O	H	W	L	55.0	0.0	0.0	0.0	0.0
CNOHIP	C	N	O	H	I	P	338.0	0.0	0.0	0.0	0.0
CNOHIM	C	N	O	H	I	M	348.0	0.0	0.0	0.0	0.0
CNOHIL	C	N	O	H	I	L	393.0	0.0	0.0	0.0	0.0
CNOHAP	C	N	O	H	A	P	695.0	0.0	0.0	0.0	0.0
CNOHAM	C	N	O	H	A	M	448.0	0.0	0.0	0.0	0.0
CNOHAL	C	N	O	H	A	L	426.0	0.0	0.0	0.0	0.0
CNOHLP	C	N	O	H	L	P	266.0	0.0	0.0	0.0	0.0
CNOHLM	C	N	O	H	L	M	273.0	0.0	0.0	0.0	0.0
CNOHLL	C	N	O	H	L	L	167.0	0.0	0.0	0.0	0.0
CNOCWL	C	N	O	C	W	L	65.0	0.0	0.0	0.0	0.0
CNOCCL	C	N	O	C	C	L	86.0	0.0	0.0	0.0	0.0
CNOCIP	C	N	O	C	I	P	72.0	0.0	0.0	0.0	0.0
CNOCIM	C	N	O	C	I	M	53.0	0.0	0.0	0.0	0.0
CNOCIL	C	N	O	C	I	L	129.0	0.0	0.0	0.0	0.0
CNOCAP	C	N	O	C	A	P	117.0	0.0	0.0	0.0	0.0
CNOCAM	C	N	O	C	A	M	204.0	0.0	0.0	0.0	0.0
CNOCAL	C	N	O	C	A	L	120.0	0.0	0.0	0.0	0.0
CNOCLP	C	N	O	C	L	P	57.0	0.0	0.0	0.0	0.0
CNOCLM	C	N	O	C	L	M	60.0	0.0	0.0	0.0	0.0
CNOCLL	C	N	O	C	L	L	60.0	0.0	0.0	0.0	0.0
CNORWM	C	N	O	R	W	M	67.0	0.0	0.0	0.0	0.0
CNORWL	C	N	O	R	W	L	109.0	0.0	0.0	0.0	0.0
CNORIP	C	N	O	R	I	P	233.0	0.0	0.0	0.0	0.0
CNORIM	C	N	O	R	I	M	252.0	0.0	0.0	0.0	0.0
CNORIL	C	N	O	R	I	L	409.0	0.0	0.0	0.0	0.0
CNORAP	C	N	O	R	A	P	218.0	0.0	0.0	0.0	0.0
CNORAM	C	N	O	R	A	M	217.0	0.0	0.0	0.0	0.0
CNORAL	C	N	O	R	A	L	336.0	0.0	0.0	0.0	0.0
CNORLP	C	N	O	R	L	P	159.0	0.0	0.0	0.0	0.0
CNORLM	C	N	O	R	L	M	156.0	0.0	0.0	0.0	0.0
CNORLL	C	N	O	R	L	L	241.0	0.0	0.0	0.0	0.0
CNPLIP	C	N	P	L	I	P	173.0	0.0	0.0	0.0	0.0
CNPLIM	C	N	P	L	I	M	289.0	0.0	0.0	0.0	0.0
CNPLAP	C	N	P	L	A	P	1208.0	0.0	0.0	0.0	0.0
CNPLAM	C	N	P	L	A	M	734.0	0.0	0.0	0.0	0.0
CNPLAL	C	N	P	L	A	L	186.0	0.0	0.0	0.0	0.0
CNPLLP	C	N	P	L	L	P	234.0	0.0	0.0	0.0	0.0
CNPLLM	C	N	P	L	L	M	238.0	0.0	0.0	0.0	0.0
CNPLLL	C	N	P	L	L	L	55.0	0.0	0.0	0.0	0.0
CNPHIP	C	N	P	H	I	P	552.0	0.0	0.0	0.0	0.0
CNPHIM	C	N	P	H	I	M	358.0	0.0	0.0	0.0	0.0
CNPHIL	C	N	P	H	I	L	135.0	0.0	0.0	0.0	0.0
CNPHAP	C	N	P	H	A	P	881.0	0.0	0.0	0.0	0.0
CNPHAM	C	N	P	H	A	M	548.0	0.0	0.0	0.0	0.0
CNPHAL	C	N	P	H	A	L	116.0	0.0	0.0	0.0	0.0
CNPHLP	C	N	P	H	L	P	577.0	0.0	0.0	0.0	0.0
CNPHLM	C	N	P	H	L	M	346.0	0.0	0.0	0.0	0.0
CNPHLL	C	N	P	H	L	L	103.0	0.0	0.0	0.0	0.0
CNPCWP	C	N	P	C	W	P	445.0	0.0	0.0	0.0	0.0
CNPCWM	C	N	P	C	W	M	254.0	0.0	0.0	0.0	0.0
CNPCWL	C	N	P	C	W	L	985.0	0.0	0.0	0.0	0.0
CNPCCP	C	N	P	C	C	P	114.0	0.0	0.0	0.0	0.0
CNPCCM	C	N	P	C	C	M	220.0	0.0	0.0	0.0	0.0
CNPCCL	C	N	P	C	C	L	713.0	0.0	0.0	0.0	0.0
CNPCIP	C	N	P	C	I	P	657.0	0.0	0.0	0.0	0.0
CNPCIM	C	N	P	C	I	M	548.0	0.0	0.0	0.0	0.0
CNPCIL	C	N	P	C	I	L	830.0	0.0	0.0	0.0	0.0
CNPCAP	C	N	P	C	A	P	1161.0	0.0	0.0	0.0	0.0
CNPCAM	C	N	P	C	A	M	992.0	0.0	0.0	0.0	0.0
CNPCAL	C	N	P	C	A	L	498.0	0.0	0.0	0.0	0.0
CNPCLP	C	N	P	C	L	P	1143.0	0.0	0.0	0.0	0.0
CNPCLM	C	N	P	C	L	M	751.0	0.0	0.0	0.0	0.0
CNPCLL	C	N	P	C	L	L	504.0	0.0	0.0	0.0	0.0
CNPRIP	C	N	P	R	I	P	112.0	0.0	0.0	0.0	0.0
CNPRIM	C	N	P	R	I	M	155.0	0.0	0.0	0.0	0.0
CNPRIL	C	N	P	R	I	L	98.0	0.0	0.0	0.0	0.0
CNPRAP	C	N	P	R	A	P	809.0	0.0	0.0	0.0	0.0
CNPRAM	C	N	P	R	A	M	318.0	0.0	0.0	0.0	0.0
CNPRLP	C	N	P	R	L	P	157.0	0.0	0.0	0.0	0.0
CNPRLM	C	N	P	R	L	M	96.0	0.0	0.0	0.0	0.0
CNPRLL	C	N	P	R	L	L	86.0	0.0	0.0	0.0	0.0
CNSLWM	C	N	S	L	W	M	67.0	0.0	0.0	0.0	0.0
CNSLIP	C	N	S	L	I	P	440.0	0.0	0.0	0.0	0.0
CNSLIM	C	N	S	L	I	M	552.0	0.0	0.0	0.0	0.0
CNSLIL	C	N	S	L	I	L	190.0	0.0	0.0	0.0	0.0
CNSLAP	C	N	S	L	A	P	1751.0	0.0	0.0	0.0	0.0
CNSLAM	C	N	S	L	A	M	786.0	0.0	0.0	0.0	0.0
CNSLAL	C	N	S	L	A	L	240.0	0.0	0.0	0.0	0.0
CNSLLP	C	N	S	L	L	P	707.0	0.0	0.0	0.0	0.0
CNSLLM	C	N	S	L	L	M	314.0	0.0	0.0	0.0	0.0
CNSLLL	C	N	S	L	L	L	143.0	0.0	0.0	0.0	0.0
CNSHPM	C	N	S	H	P	M	127.0	0.0	0.0	0.0	0.0
CNSHWP	C	N	S	H	W	P	291.0	0.0	0.0	0.0	0.0
CNSHWM	C	N	S	H	W	M	305.0	0.0	0.0	0.0	0.0
CNSHWL	C	N	S	H	W	L	1064.0	0.0	0.0	0.0	0.0
CNSHCL	C	N	S	H	C	L	287.0	0.0	0.0	0.0	0.0
CNSHIS	C	N	S	H	I	S	137.0	0.0	0.0	0.0	0.0
CNSHIP	C	N	S	H	I	P	2218.0	0.0	0.0	0.0	0.0
CNSHIM	C	N	S	H	I	M	2307.0	0.0	0.0	0.0	0.0
CNSHIL	C	N	S	H	I	L	3769.0	0.0	0.0	0.0	0.0
CNSHAS	C	N	S	H	A	S	98.0	0.0	0.0	0.0	0.0
CNSHAP	C	N	S	H	A	P	5069.0	0.0	0.0	0.0	0.0
CNSHAM	C	N	S	H	A	M	3792.0	0.0	0.0	0.0	0.0
